"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSÄ.","Obreb","Dzielnica","street","Numer.administracyjny","housenumber","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","lon","lat","LiczbaSzkolWPromieniuKilometra","OdlegloscDoNajblizszejSzkoly","LiczbaPrzystankowWPromieniuKilometra","OdlegloscDoNajblizszegoPrzystanku","LiczbaPlacowekMedycznychWObrebieKilometra","OdlegloscDoNajblizszejPlacowkiMedycznej","LiczbaMarketowWObrebieKilometra","OdlegloscDoNajblizszegoMarketu","Odległość.do.centrum.w.m"
900,5467.8,"Nie",42347,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Dworska","7","1","mieszkalny",32.92,"1","nowy lub odnowiony","lata 2010-2019",180000,"Dworska 7",18.9975824,50.2346316,12,1291.85030552997,29,164.928033243466,16,2340.97930053382,16,2340.97930053382,3500
901,5366.73,"Nie",42347,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Dworska","7","2","mieszkalny",44.72,"1","","",240000,"Dworska 7",18.9975824,50.2346316,12,1291.85030552997,29,164.928033243466,16,2340.97930053382,16,2340.97930053382,3500
902,5218.97,"Nie",42347,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Dworska","7","3","mieszkalny",88.14,"2","stan developerski","lata 2010-2019",460000,"Dworska 7",18.9975824,50.2346316,12,1291.85030552997,29,164.928033243466,16,2340.97930053382,16,2340.97930053382,3500
903,3720.37,"Nie",42632,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Dyrekcyjna","4","1","mieszkalny",66.66,"2","","",248000,"Dyrekcyjna 4",19.022904,50.25821,60,27.9187909697086,92,94.7461344459575,18,110.179574882093,18,110.179574882093,222
904,4166.67,"Nie",42376,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Dziewieciu Z Wujka","2c","12","mieszkalny",60,"3","","",250000,"Dziewieciu Z Wujka 2c",18.9895268,50.2418393,11,322.324437751924,15,141.888108432313,1,515.876032097497,1,515.876032097497,3692
905,4288.19,"Nie",42676,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Dziewieciu Z Wujka","2D","16","mieszkalny",69.26,"3","","",297000,"Dziewieciu Z Wujka 2D",18.9892353,50.2418359,12,400.128796666333,15,102.237664321568,1,561.6971843406,1,561.6971843406,3671
906,4381.69,"Nie",42472,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Emerytalna","14","21","mieszkalny",30.81,"1","","lata 50-te XX w.",135000,"Emerytalna 14",18.96612,50.226866,19,1430.5719744767,29,395.543445020571,0,NA,0,3000,5966
907,2856.22,"Nie",42691,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Emerytalna","14","32","mieszkalny",30.81,"1","","lata 50-te XX w.",88000,"Emerytalna 14",18.96612,50.226866,19,1430.5719744767,29,395.543445020571,0,NA,0,3000,5966
908,4122.04,"Nie",42671,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Emerytalna","16","8","mieszkalny",30.81,"1","","",127000,"Emerytalna 16",18.966179,50.226959,19,1424.4551749239,28,441.137516448767,0,NA,0,3000,5955
909,32882.01,"Nie",42550,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Emerytalna","15a","22","mieszkalny",5.17,"2","","",170000,"Emerytalna 15a",18.967015,50.227013,20,1049.98986147826,29,368.107606889035,0,NA,0,3000,5892
910,3615.13,"Nie",42459,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ochojec","Fabryczna","7a","8","mieszkalny",35.96,"1","dobry","",130000,"Fabryczna 7a",18.988101,50.2172129,10,1209.55458253077,20,310.414607803705,0,NA,0,3000,5621
