"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSæ","Obreb","Dzielnica","Ulica","Numer.administracyjny","Numer.lokalu","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","X","lon","lat"
3140,"3239.74","Nie",42303,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","80","6","mieszkalny","46.3","2","","","150000","Tysiaclecia 80","",18.966214,50.280896
3141,"4751.62","Nie",42403,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","80","6","mieszkalny","46.3","2","","","220000","Tysiaclecia 80","",18.966214,50.280896
3142,"3876.4","Tak",42495,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","80","95","mieszkalny","53.4","2","","","207000","Tysiaclecia 80","",18.966214,50.280896
3143,"3513.51","Nie",42591,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","80","134","mieszkalny","37","1","","","130000","Tysiaclecia 80","",18.966214,50.280896
3144,"3063.38","Nie",42305,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","84","45","mieszkalny","56.8","3","","","174000","Tysiaclecia 84","",18.965343,50.2812719
3145,"3513.51","Nie",42655,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","84","155","mieszkalny","37","1","","","130000","Tysiaclecia 84","",18.965343,50.2812719
3146,"2755.1","Tak",42587,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","86","5","mieszkalny","39.2","1","","","108000","Tysiaclecia 86","",18.964716,50.2821349
3147,"3168.32","Nie",42612,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","86","32","mieszkalny","50.5","2","","","160000","Tysiaclecia 86","",18.964716,50.2821349
3148,"3609.15","Nie",42688,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","86","40","mieszkalny","56.8","3","","","205000","Tysiaclecia 86","",18.964716,50.2821349
3149,"3874.9","Nie",42472,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","86","126","mieszkalny","72.26","3","","","280000","Tysiaclecia 86","",18.964716,50.2821349
3150,"3776.68","Nie",42389,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","88","27","mieszkalny","60.9","3","","","230000","Tysiaclecia 88","",18.9679022,50.2828908
3151,"3037.77","Nie",42352,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","88","147","mieszkalny","60.9","3","","","185000","Tysiaclecia 88","",18.9679022,50.2828908
3152,"3917.32","Tak",42508,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","90","62","mieszkalny","50.8","2","","","199000","Tysiaclecia 90","",18.9664065,50.2830555
3153,"3645.83","Tak",42123,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","90","101","mieszkalny","38.4","1","","","140000","Tysiaclecia 90","",18.9664065,50.2830555
3154,"3463.54","Nie",42521,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","90","107","mieszkalny","38.4","1","","","133000","Tysiaclecia 90","",18.9664065,50.2830555
3155,"2604.17","Nie",42509,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","90","203","mieszkalny","38.4","1","","","100000","Tysiaclecia 90","",18.9664065,50.2830555
3156,"3169.13","Nie",42257,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","92","40","mieszkalny","60.9","3","","","193000","Tysiaclecia 92","",18.965657,50.2841249
3157,"3671.5","Nie",42416,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Tysiaclecia","92","73","mieszkalny","62.1","3","","","228000","Tysiaclecia 92","",18.965657,50.2841249
3158,"3864.73","Nie",42340,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Tysiaclecia","92","169","mieszkalny","62.1","3","","","240000","Tysiaclecia 92","",18.965657,50.2841249
3159,"3316.33","Tak",42601,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","86B","41","mieszkalny","39.2","1","","","130000","Tysiaclecia 86B","",18.965089,50.283086
3160,"3591.83","Nie",42578,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","86B","93","mieszkalny","57.77","3","","","207500","Tysiaclecia 86B","",18.965089,50.283086
3161,"2757.58","Nie",42366,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Tysiaclecia","86B","173","mieszkalny","39.89","1","","","110000","Tysiaclecia 86B","",18.965089,50.283086
3162,"2480.95","Nie",42621,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Tyska","18","2","mieszkalny","56.43","2","","","140000","Tyska 18","",18.9853665,50.210559
3163,"3458.83","Nie",42353,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Tyska","45","1","mieszkalny","75.17","4","przecietny uwzgledniajacy standardowe zuzycie","lata 80-te XX w.","260000","Tyska 45","",18.986541,50.2071929
3164,"2769.77","Nie",42352,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Tyska","45","2","mieszkalny","62.46","3","do remontu kapitalnego","lata 80-te XX w.","173000","Tyska 45","",18.986541,50.2071929
3165,"2394.25","Nie",42275,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice-Ochojec","Tyska","51","21","mieszkalny","75.18","4","","","180000","Tyska 51","",18.9869647,50.2067511
3166,"2469.47","Nie",42221,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Tyska","51","15A","mieszkalny","74.51","4","","lata 80-te XX w.","184000","Tyska 51","",18.9869647,50.2067511
3167,"3365.38","Nie",42417,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Ulanska","5","130","mieszkalny","62.4","3","","","210000","Ulanska 5","",18.9702157,50.2842022
3168,"3335.58","Nie",42684,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Ulanska","5","144","mieszkalny","74.2","4","","","247500","Ulanska 5","",18.9702157,50.2842022
3169,"3846.15","Nie",42415,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Ulanska","9","113","mieszkalny","52","2","","","200000","Ulanska 9","",18.9680993,50.2852211
3170,"3779.53","Nie",42388,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Ulanska","11","222","mieszkalny","50.8","2","","","192000","Ulanska 11","",18.9670235,50.2851372
3171,"3211.49","Nie",42507,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Ulanska","16","113","mieszkalny","38.3","1","","","123000","Ulanska 16","",18.9666738,50.2860146
3172,"2646.5","Nie",42130,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Ulanska","16","212","mieszkalny","52.9","2","","","140000","Ulanska 16","",18.9666738,50.2860146
3173,"3927.41","Nie",42314,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Uniwersytecka","21","41","mieszkalny","36.92","2","","","145000","Uniwersytecka 21","",19.0273979,50.262772
3174,"4760.59","Nie",42271,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Uniwersytecka","21","105","mieszkalny","36.34","2","","","173000","Uniwersytecka 21","",19.0273979,50.262772
3175,"4722.22","Nie",42480,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Uniwersytecka","21","137","mieszkalny","36","2","","","170000","Uniwersytecka 21","",19.0273979,50.262772
3176,"4368.28","Nie",42614,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","25","44","mieszkalny","37.2","2","","","162500","Uniwersytecka 25","",19.028492,50.262526
3177,"3627.07","Nie",42566,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","25","96","mieszkalny","36.2","2","","","131300","Uniwersytecka 25","",19.028492,50.262526
3178,"3977.9","Nie",42797,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","25","96","mieszkalny","36.2","2","","","144000","Uniwersytecka 25","",19.028492,50.262526
3179,"5481.8","Nie",42776,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","25","148","mieszkalny","46.7","2","","","256000","Uniwersytecka 25","",19.028492,50.262526
3180,"4054.05","Nie",42530,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","25","155","mieszkalny","37","2","","","150000","Uniwersytecka 25","",19.028492,50.262526
3181,"3679.7","Nie",42404,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","29","1","mieszkalny","47.83","2","","","176000","Uniwersytecka 29","",19.0296309,50.262274
3182,"4536.18","Nie",42765,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","29","20","mieszkalny","44.09","2","","","200000","Uniwersytecka 29","",19.0296309,50.262274
3183,"3949.45","Nie",42790,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","29","28","mieszkalny","37.98","2","","","150000","Uniwersytecka 29","",19.0296309,50.262274
3184,"3970.11","Nie",42562,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","29","76","mieszkalny","42.82","2","","","170000","Uniwersytecka 29","",19.0296309,50.262274
3185,"4140.53","Nie",42258,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Uniwersytecka","29","101","mieszkalny","47.82","2","","","198000","Uniwersytecka 29","",19.0296309,50.262274
3186,"4073.6","Nie",42580,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Urocza","8","3","mieszkalny","78.8","3","","","321000","Urocza 8","",14.514373,53.4760269
3187,"3554.14","Nie",42772,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Wajdy","2","95","mieszkalny","66.12","3","","","235000","Wajdy 2","",19.0360423,50.2699503
3188,"3317.13","Nie",42495,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wajdy","4","12","mieszkalny","69.94","3","","","232000","Wajdy 4","",19.036511,50.2704764
3189,"3296.7","Nie",42653,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Wajdy","11","15","mieszkalny","72.8","4","","","240000","Wajdy 11","",19.0350338,50.2703494
3190,"2374.83","Nie",42576,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wajdy","12","5","mieszkalny","50.53","2","","","120000","Wajdy 12","",19.0367563,50.2717319
3191,"3125","Tak",42390,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wajdy","14","15","mieszkalny","32.96","2","","","103000","Wajdy 14","",19.0367683,50.27191
3192,"3271.1","Tak",42500,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wajdy","14","27","mieszkalny","62.67","3","","","205000","Wajdy 14","",19.0367683,50.27191
3193,"2557.17","Nie",42275,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wajdy","15","8","mieszkalny","48.1","2","","","123000","Wajdy 15","",19.0357635,50.2709035
3194,"3417.17","Nie",42478,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wajdy","17","7","mieszkalny","73.16","3","","","250000","Wajdy 17","",19.0353944,50.2708609
3195,"3594.48","Nie",42158,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wajdy","23","16","mieszkalny","68.16","4","","","245000","Wajdy 23","",19.0359045,50.2715772
3196,"3097.88","Tak",42185,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wajdy","23","27","mieszkalny","74.89","4","","","232000","Wajdy 23","",19.0359045,50.2715772
3197,"1867.69","Nie",42573,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Waleriana","8","2","mieszkalny","35.07","1","","","65500","Waleriana 8","",19.048108,50.2598769
3198,"375","Nie",42244,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Walowa","9","10","mieszkalny","40","1","","","15000","Walowa 9","",19.966568,50.0455619
3199,"2754.65","Nie",42227,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Wandy","1","4","mieszkalny","87.67","4","","","241500","Wandy 1","",19.0835149,50.2696679
3200,"3795.01","Nie",42732,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Wandy","1a","15","mieszkalny","36.1","1","","","137000","Wandy 1a","",18.7904388,50.3041806
3201,"3686.22","Nie",42787,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","11","2","mieszkalny","55.07","3","","","203000","Warminska 11","",20.5954325,54.1203961
3202,"3722.53","Nie",42139,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","11","7","mieszkalny","55.07","2","","","205000","Warminska 11","",20.5954325,54.1203961
3203,"3370.55","Nie",42180,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","11A","13","mieszkalny","47.47","2","","","160000","Warminska 11A","",18.959813,50.22161
3204,"3204.79","Nie",42128,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","13A","8","mieszkalny","38.38","1","","","123000","Warminska 13A","",20.483027,53.779775
3205,"2844.76","Nie",42794,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","19A","2","mieszkalny","36.91","1","","","105000","Warminska 19A","",18.960221,50.222125
3206,"3984.06","Nie",42153,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","19A","5","mieszkalny","50.2","2","","","200000","Warminska 19A","",18.960221,50.222125
3207,"3715.2","Nie",42649,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","19B","10","mieszkalny","49.93","2","","","185500","Warminska 19B","",18.9602459,50.22224
3208,"3274.49","Nie",42649,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Warminska","19b","10","mieszkalny","56.65","2","","","185500","Warminska 19b","",18.9602459,50.22224
3209,"3394.92","Nie",42466,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Warminska","19C","24","mieszkalny","63.33","3","","","215000","Warminska 19C","",18.960265,50.222369
3210,"","Nie",42534,"umowa sprzedazy - rynek wtorny","skarb panstwa","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Warszawska","56","6","mieszkalny","105.13","3","","","","Warszawska 56","",20.827782,52.1789439
3211,"2452.85","Nie",42251,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Warszawska","56","7","mieszkalny","112.93","3","","","277000","Warszawska 56","",20.827782,52.1789439
3212,"2352.94","Nie",42643,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","SrodmieScie","Warszawska","26a","22","mieszkalny","88.4","3","","","208000","Warszawska 26a","",21.9964934,50.0557218
3213,"3081.02","Nie",42468,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Warszawska","26A","24","mieszkalny","60.11","3","","","185200","Warszawska 26A","",21.9964934,50.0557218
3214,"","Nie",42594,"umowa sprzedazy - rynek wtorny","skarb panstwa","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Warszawska","67-67A","3A","mieszkalny","148.8","6","","","","Warszawska 67-67A","",20.8732876,52.2419201
3215,"1910.41","Tak",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Warzywna","9","5","mieszkalny","45.54","1","do remontu kapitalnego","","87000","Warzywna 9","",18.9960224,50.22609
3216,"2137.83","Nie",42738,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Wiazowa","7A","3","mieszkalny","44.04","2","","","94150","Wiazowa 7A","",19.033019,50.269801
3217,"3243.45","Nie",42628,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wiazowa","7G","75","mieszkalny","51.18","3","","","166000","Wiazowa 7G","",19.0329588,50.270393
3218,"3632.92","Nie",42620,"umowa sprzedazy - rynek pierwotny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wiazowa","7H","84","mieszkalny","63.31","3","","","230000","Wiazowa 7H","",19.0329655,50.2705246
3219,"3257.47","Nie",42641,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Wicentego Pola","22","6","mieszkalny","41.5","1","","","135185.18","Wicentego Pola 22","",20.9236019,52.232535
3220,"3248.89","Nie",42646,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Wicentego Pola","22","8","mieszkalny","34.2","1","","","111112","Wicentego Pola 22","",20.9236019,52.232535
3221,"2820.58","Nie",42489,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Wicentego Pola","29","21","mieszkalny","38.29","2","","","108000","Wicentego Pola 29","",18.9926381,50.2448878
3222,"4308.62","Tak",42340,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Wicentego Pola","32","24","mieszkalny","49.9","2","","","215000","Wicentego Pola 32","",18.9933389,50.2455041
3223,"2215.03","Nie",42482,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Wicentego Pola","21c","19","mieszkalny","58.69","2","","","130000","Wicentego Pola 21c","",18.9954102,50.2453378
3224,"1735.65","Nie",42279,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Widok","12","20","mieszkalny","37.45","1","","","65000","Widok 12","",19.0386539,49.812286
3225,"2498.14","Nie",42460,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Widok","31","13","mieszkalny","26.82","1","","","67000","Widok 31","",19.9800039,50.057432
3226,"3492.32","Nie",42293,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","2","27","mieszkalny","50.11","2","","","175000","Wiertnicza 2","",19.05518,50.27361
3227,"3241.62","Nie",42146,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","4","12","mieszkalny","63.24","3","","","205000","Wiertnicza 4","",19.0552779,50.273463
3228,"2831.08","Nie",42330,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","4","19","mieszkalny","63.58","3","","","180000","Wiertnicza 4","",19.0552779,50.273463
3229,"3860.79","Nie",42307,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","4","26","mieszkalny","36.78","2","","","142000","Wiertnicza 4","",19.0552779,50.273463
3230,"3357.97","Nie",42458,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","6","9","mieszkalny","62.24","3","","","209000","Wiertnicza 6","",19.05537,50.273291
3231,"2948.21","Nie",42811,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","10","8","mieszkalny","50.2","2","do remontu","","148000","Wiertnicza 10","",19.054301,50.2735149
3232,"2477.89","Nie",42663,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","10","23","mieszkalny","49.76","2","","","123300","Wiertnicza 10","",19.054301,50.2735149
3233,"3296.39","Nie",42247,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","14","11","mieszkalny","35.19","1","","","116000","Wiertnicza 14","",19.054571,50.2732169
3234,"3043.07","Nie",42702,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","18","28","mieszkalny","64.08","3","","","195000","Wiertnicza 18","",19.053224,50.273382
3235,"2630.87","Nie",42416,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","24","14","mieszkalny","36.87","1","","","97000","Wiertnicza 24","",19.05377,50.272948
3236,"2617.14","Nie",42311,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Wiertnicza","26","3","mieszkalny","63.81","3","","","167000","Wiertnicza 26","",21.0848422,52.1689585
3237,"2838.97","Nie",42156,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Wierzbowa","4","3","mieszkalny","88.06","3","","","250000","Wierzbowa 4","",19.9313094,50.045967
3238,"2638.76","Nie",42394,"umowa sprzedazy - rynek wtorny","skarb panstwa","spolka","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wierzbowa","4","5","mieszkalny","87.92","3","","","232000","Wierzbowa 4","",19.9313094,50.045967
3239,"3184.71","Nie",42530,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wierzbowa","4","5","mieszkalny","87.92","3","","","280000","Wierzbowa 4","",19.9313094,50.045967
